1,1,836767,,0,0,1,8
1,1,836768,,0,0,1,8
1,1,836771,,0,0,1,8
1,1,836772,,0,0,2,3
1,1,836775,,0,0,2,3
1,1,836776,,2,0,0,5
1,1,836778,,1,0,2,3
1,1,836791,,1,0,1,2
1,1,836795,,0,0,1,7
1,1,836796,,0,0,1,8
1,1,836799,,1,0,1,2
1,1,836807,,0,1,1,8
1,1,836809,,0,0,2,8
1,1,836810,,1,0,1,2
1,1,836812,,0,0,1,8
1,1,836813,,0,0,1,7
1,1,836815,,1,0,1,2
1,1,836819,,0,0,2,3
1,1,836820,,1,0,1,2
1,1,836823,,0,0,1,8
1,1,836825,,0,0,1,8
1,1,836826,,0,0,1,8
1,1,836828,,0,0,1,7
1,1,836836,,0,0,1,8
1,1,836837,,0,0,1,8
1,1,836838,,0,0,1,8
1,1,836847,,0,0,1,8
1,1,836849,,0,0,1,8
1,1,836855,,0,0,1,7
1,1,836859,,1,0,1,2
1,1,836860,,0,0,1,7
1,1,836861,,0,0,1,8
1,1,836866,,0,0,1,8
1,1,836868,,0,0,1,8
1,1,836870,,0,0,1,8
1,1,836874,,1,1,0,6
1,1,836875,,0,1,1,1
1,1,836881,,0,1,1,1
1,1,836885,,0,1,1,1
1,1,836891,,0,1,1,1
1,1,836896,,1,0,1,2
1,1,836899,,1,1,0,6
1,1,836907,,0,0,2,3
1,1,836912,,0,0,1,8
1,1,836915,,0,0,1,7
1,1,836917,,0,0,1,8
1,1,836921,,0,0,1,8
1,1,836923,,0,0,2,3
1,1,836925,,0,2,0,4
1,1,836928,,0,0,2,3
1,1,836940,,0,0,1,8
1,1,836943,,0,0,1,8
1,1,836948,,1,0,1,2
1,1,836949,,0,0,1,8
1,1,836951,,0,0,1,8
1,1,836952,,0,1,1,1
1,1,836953,,0,0,2,8
1,1,836954,,0,0,2,3
1,1,836962,,0,0,1,8
1,1,836963,,0,1,1,1
1,1,863498,,0,0,2,3
1,1,863499,,0,0,1,8
1,1,863503,,0,0,1,7
1,1,863504,,1,0,1,2
1,1,863505,,1,0,1,2
1,1,863506,,0,0,1,7
1,1,863509,,0,0,2,3
1,1,863510,,0,1,1,1
1,1,863513,,0,0,1,8
1,1,863515,,0,0,1,7
1,1,863518,,0,0,1,8
1,1,863521,,1,1,0,6
1,1,863528,,0,1,1,1
1,1,863529,,0,1,2,3
1,1,863531,,0,1,1,1
1,1,863535,,0,0,2,3
1,1,863546,,0,0,1,8
1,1,863548,,1,0,1,2
1,1,863554,,0,0,1,8
1,1,863562,,1,1,0,6
1,1,863564,,1,0,1,2
1,1,863565,,0,1,1,1
1,1,863568,,0,0,1,8
1,1,863574,,0,0,2,3
1,1,863576,,0,0,2,3
1,1,863577,,1,1,0,6
1,1,863582,,1,1,0,6
1,1,863583,,0,1,1,1
1,1,863586,,0,0,1,8
1,1,863595,,0,1,1,1
1,1,863598,,0,0,1,8
1,1,863599,,0,0,1,7
1,1,863602,,0,0,2,3
1,1,863609,,0,2,0,4
1,1,863610,,0,0,2,3
1,1,863612,,0,0,1,8
1,1,863617,,0,0,1,8
1,1,863619,,0,0,1,8
1,1,863629,,0,0,1,8
1,1,863632,,0,0,2,3
1,1,863633,,0,0,1,8
1,1,863634,,1,0,1,2
1,1,863637,,0,0,1,8
1,1,863641,,0,1,1,1
1,1,863643,,0,1,1,1
1,1,863646,,0,0,1,8
1,1,863655,,1,0,1,2
1,1,863656,,0,1,1,1
1,1,863658,,0,0,1,8
1,1,863659,,0,0,1,8
1,1,863660,,1,0,1,2
1,1,863662,,0,0,1,8
1,1,863663,,1,0,1,2
1,1,863668,,0,0,1,8
1,1,863671,,1,1,0,6
1,1,863673,,0,0,1,8
1,1,863675,,0,0,1,7
1,1,863676,,0,0,2,3
1,1,863677,,1,0,1,2
1,1,863681,,0,0,1,8
1,1,863683,,0,0,1,8
1,1,863685,,0,0,1,7
1,1,863689,,0,0,2,3
1,1,863692,,0,0,1,8
1,1,863694,,0,0,1,8
1,1,958973,,0,2,0,4
1,1,958975,,0,0,1,7
1,1,958980,,0,0,1,7
1,1,958981,,0,2,0,4
1,1,958982,,1,0,1,2
1,1,958988,,1,1,0,6
1,1,958989,,0,0,2,3
1,1,958993,,0,0,1,8
1,1,958997,,0,0,2,3
1,1,959000,,0,0,2,8
1,1,959002,,0,0,2,3
1,1,959003,,0,2,0,4
1,1,959004,,0,1,1,1
1,1,959006,,1,0,1,2
1,1,959017,,0,0,1,8
1,1,959024,,0,1,1,1
1,1,959025,,0,0,1,8
1,1,959028,,0,0,2,3
1,1,959029,,0,0,1,8
1,1,959032,,0,1,1,1
1,1,959040,,0,0,1,8
1,1,959044,,0,0,1,8
1,1,959045,,0,1,1,1
1,1,959049,,1,0,1,2
1,1,959051,,0,0,1,8
1,1,959057,,0,0,1,7
1,1,959059,,2,0,0,5
1,1,959070,,0,0,1,8
1,1,959074,,0,0,2,3
1,1,959076,,0,0,2,3
1,1,959082,,0,0,2,3
1,1,959090,,0,0,1,7
1,1,959091,,1,1,0,6
1,1,959093,,0,0,1,8
1,1,959094,,0,1,1,1
1,1,959095,,0,1,1,1
1,1,959101,,0,0,1,8
1,1,959102,,0,0,1,8
1,1,959104,,0,0,1,8
1,1,959109,,0,0,1,8
1,1,959115,,1,0,1,2
1,1,959116,,0,0,1,7
1,1,959117,,1,0,1,2
1,1,959118,,0,0,1,8
1,1,959122,,0,0,1,8
1,1,959130,,0,0,1,8
1,1,959136,,1,0,1,2
1,1,959137,,0,0,1,8
1,1,959138,,1,0,1,2
1,1,959143,,0,0,1,8
1,1,959154,,0,1,1,1
1,1,959156,,0,0,1,8
1,1,959159,,0,0,1,8
1,1,959160,,0,0,2,3
1,1,959166,,0,0,1,8
1,1,971234,,1,1,0,6
1,1,971251,,0,0,1,8
1,1,971255,,1,1,0,6
1,1,971256,,0,1,1,1
1,1,971261,,0,1,1,1
1,1,971264,,0,0,2,7
1,1,971267,,0,0,1,8
1,1,971270,,1,0,1,2
1,1,971272,,0,1,1,1
1,1,971273,,0,0,1,8
1,1,971281,,0,0,1,8
1,1,971282,,0,0,1,8
1,1,971287,,0,0,1,8
1,1,971288,,0,0,1,8
1,1,971289,,0,0,1,8
1,1,971292,,0,0,1,8
1,1,971295,,0,0,1,7
1,1,971296,,0,0,2,3
1,1,971301,,0,0,1,8
1,1,971304,,1,0,1,2
1,1,971308,,0,0,1,8
1,1,971310,,1,0,1,2
1,1,971311,,0,0,1,8
1,1,971320,,0,0,1,8
1,1,971322,,0,0,1,8
1,1,971323,,0,1,1,1
1,1,971329,,0,0,1,8
1,1,971331,,0,0,2,3
1,1,971336,,0,0,2,3
1,1,971339,,0,0,2,3
1,1,971343,,0,1,1,1
1,1,971351,,0,0,2,3
1,1,971354,,0,0,1,7
1,1,971358,,0,1,1,1
1,1,971363,,0,0,1,7
1,1,971365,,0,0,1,7
1,1,971375,,0,0,2,3
1,1,971376,,0,0,1,8
1,1,971377,,0,1,1,1
1,1,971378,,0,0,1,7
1,1,971385,,0,0,2,3
1,1,971390,,0,0,1,7
1,1,971391,,0,0,1,8
1,1,971393,,0,0,1,7
1,1,971400,,0,0,2,3
1,1,971401,,0,1,1,1
1,1,971403,,1,0,1,2
1,1,971407,,0,0,1,8
1,1,971409,,1,1,0,6
1,1,971417,,1,0,1,2
1,1,971420,,1,1,0,6
1,1,971430,,0,0,2,3
1,1,971431,,0,0,1,8
1,1,971432,,1,0,1,2
1,1,973043,,0,0,2,3
1,1,973047,,0,0,2,3
1,1,973049,,0,0,2,3
1,1,973052,,0,0,1,8
1,1,973053,,0,0,1,8
1,1,973059,,0,0,1,8
1,1,973060,,0,2,0,4
1,1,973061,,0,0,1,8
1,1,973070,,0,0,1,8
1,1,973071,,0,0,2,3
1,1,973072,,1,0,1,2
1,1,973074,,0,0,2,8
1,1,973082,,0,0,1,8
1,1,973087,,0,1,1,1
1,1,973089,,0,0,2,3
1,1,973090,,0,0,2,3
1,1,973094,,0,0,1,8
1,1,973096,,0,0,1,8
1,1,973102,,0,1,1,1
1,1,973104,,1,1,0,6
1,1,973105,,1,1,0,6
1,1,973108,,0,0,1,8
1,1,973109,,0,0,1,7
1,1,973110,,0,0,1,8
1,1,973112,,0,0,2,3
1,1,973113,,1,1,0,6
1,1,973114,,0,0,1,8
1,1,973116,,0,1,1,1
1,1,973120,,0,1,1,1
1,1,973122,,1,0,1,2
1,1,973124,,0,0,1,8
1,1,973125,,0,0,2,3
1,1,973135,,0,0,2,3
1,1,973140,,0,0,2,3
1,1,973141,,0,0,2,3
1,1,973144,,0,0,1,7
1,1,973155,,0,0,2,3
1,1,973160,,0,0,1,7
1,1,973161,,0,1,1,1
1,1,973166,,0,0,2,3
1,1,973170,,1,0,1,2
1,1,973174,,0,0,1,8
1,1,973178,,0,0,1,7
1,1,973180,,0,1,1,1
1,1,973194,,0,0,2,3
1,1,973195,,0,0,2,3
1,1,973200,,0,0,2,3
1,1,973205,,0,0,2,3
1,1,973206,,0,0,1,8
1,1,973209,,0,1,1,1
1,1,973210,,0,1,1,1
1,1,973213,,0,0,1,8
1,1,973218,,0,0,1,8
1,1,973224,,0,0,2,3
1,1,973228,,0,0,1,8
1,1,973232,,0,0,1,8
1,1,973234,,0,0,1,8
1,1,973235,,0,0,1,7
1,1,973237,,1,1,0,6
1,1,973240,,0,0,1,7
1,1,973447,,1,0,1,2
1,1,973448,,0,0,1,8
1,1,973450,,0,1,1,1
1,1,973452,,0,0,1,8
1,1,973455,,0,1,1,8
1,1,973463,,0,0,1,7
1,1,973464,,0,0,1,8
1,1,973465,,0,0,1,8
1,1,973468,,0,0,1,8
1,1,973469,,0,0,2,3
1,1,973476,,0,0,1,7
1,1,973479,,0,0,1,8
1,1,973480,,0,0,2,3
1,1,973484,,2,0,0,5
1,1,973485,,1,1,0,6
1,1,973493,,0,1,1,1
1,1,973498,,0,0,1,8
1,1,973500,,0,2,0,4
1,1,973502,,0,0,1,8
1,1,973504,,0,0,1,8
1,1,973508,,0,0,1,8
1,1,973512,,2,0,0,5
1,1,973517,,0,0,2,3
1,1,973531,,0,0,1,8
1,1,973532,,0,0,1,7
1,1,973533,,0,0,1,8
1,1,973535,,0,0,1,7
1,1,973539,,0,0,1,8
1,1,973543,,1,1,0,6
1,1,973548,,0,0,2,3
1,1,973550,,0,0,1,8
1,1,973551,,1,0,1,2
1,1,973552,,0,0,1,8
1,1,973555,,0,0,1,8
1,1,973562,,1,0,1,2
1,1,973564,,0,0,2,3
1,1,973577,,0,0,2,3
1,1,973582,,0,1,1,1
1,1,973588,,0,0,2,3
1,1,973589,,0,0,1,8
1,1,973593,,0,0,1,8
1,1,973595,,0,0,1,8
1,1,973596,,0,0,1,8
1,1,973599,,0,0,1,8
1,1,973605,,0,1,1,1
1,1,973607,,0,0,1,8
1,1,973608,,0,0,1,7
1,1,973609,,0,0,1,8
1,1,973613,,0,0,2,3
1,1,973616,,0,0,2,3
1,1,973618,,0,0,1,8
1,1,973621,,0,0,1,7
1,1,973622,,0,0,1,8
1,1,973624,,0,0,1,8
1,1,973626,,0,1,1,1
1,1,973629,,1,0,1,2
1,1,973630,,0,0,1,8
1,1,973631,,0,0,2,3
1,1,973633,,0,1,1,1
1,1,973636,,1,1,0,6
1,1,973637,,0,0,1,7
1,1,973640,,0,1,1,1
1,1,975856,,0,0,1,8
1,1,975863,,0,0,2,3
1,1,975865,,0,1,1,1
1,1,975869,,0,0,2,3
1,1,975870,,0,0,1,8
1,1,975875,,0,0,2,3
1,1,975885,,1,0,1,2
1,1,975889,,0,0,1,8
1,1,975890,,0,0,1,8
1,1,975893,,1,0,1,2
1,1,975894,,0,2,0,4
1,1,975896,,0,0,2,3
1,1,975897,,0,0,1,8
1,1,975899,,0,1,1,1
1,1,975902,,0,0,1,8
1,1,975905,,0,0,2,3
1,1,975906,,0,0,1,8
1,1,975907,,2,0,0,5
1,1,975908,,0,0,1,8
1,1,975910,,0,0,1,8
1,1,975915,,1,0,1,2
1,1,975920,,1,0,1,2
1,1,975922,,0,0,2,3
1,1,975937,,1,1,0,6
1,1,975940,,0,0,1,7
1,1,975941,,0,0,1,8
1,1,975942,,0,0,2,3
1,1,975945,,0,0,2,3
1,1,975946,,0,0,1,7
1,1,975947,,0,1,1,1
1,1,975948,,0,1,1,1
1,1,975949,,0,1,1,1
1,1,975952,,0,0,1,8
1,1,975953,,0,0,2,3
1,1,975958,,0,0,1,8
1,1,975959,,0,0,2,3
1,1,975963,,0,0,1,8
1,1,975965,,0,0,1,7
1,1,975966,,1,0,1,2
1,1,975967,,1,1,0,6
1,1,975972,,0,0,1,8
1,1,975973,,0,0,1,7
1,1,975974,,0,2,0,4
1,1,975975,,0,0,2,3
1,1,975976,,1,0,1,2
1,1,975977,,0,0,2,3
1,1,975979,,0,0,2,3
1,1,975987,,1,0,1,2
1,1,975989,,0,0,1,8
1,1,975993,,0,0,2,3
1,1,975994,,0,0,2,3
1,1,975999,,0,0,1,8
1,1,976000,,0,0,1,8
1,1,976001,,0,1,1,1
1,1,976002,,1,0,1,2
1,1,976004,,0,0,1,8
1,1,976006,,0,0,1,8
1,1,976007,,0,0,1,8
1,1,976008,,1,0,1,2
1,1,976009,,0,1,1,1
1,1,976011,,0,1,1,1
1,1,976012,,0,0,2,3
1,1,976015,,0,0,1,8
1,1,976017,,1,0,1,2
1,1,976020,,0,0,1,8
1,1,976024,,0,0,1,8
1,1,976027,,0,0,2,3
1,1,976035,,0,0,2,3
1,1,976037,,1,0,1,2
1,1,976039,,0,0,1,7
1,1,976040,,0,0,1,8
1,1,976041,,0,0,1,7
1,1,976043,,0,2,0,4
1,1,976048,,0,1,1,1
1,1,976051,,0,0,1,8
1,1,976055,,0,1,1,1
1,1,83417,,0,0,1,8
1,1,83420,,0,0,1,8
1,1,83422,,0,0,1,8
1,1,83428,,0,0,2,3
1,1,83430,,0,0,1,8
1,1,83431,,0,0,1,7
1,1,83447,,0,0,1,8
1,1,83452,,1,0,1,2
1,1,83453,,0,0,1,8
1,1,83456,,0,0,1,8
